valeur_fonciere,surface_reelle_bati,nombre_pieces_principales,type_local
173000.0,73,3,appartement
253000.0,59,3,maison
281000.0,100,5,maison
265000.0,85,4,maison
215000.0,54,3,maison
379000.0,35,2,appartement
400000.0,98,4,maison
193000.0,44,2,appartement
285000.0,142,5,maison
160000.0,47,2,appartement
316177.38,135,3,appartement
614800.0,89,4,appartement
200000.0,61,4,appartement
280000.0,53,3,appartement
551300.0,90,2,appartement
245000.0,81,4,maison
270000.0,93,4,maison
74000.0,17,1,appartement
138000.0,23,1,appartement
267500.0,92,5,maison
220000.0,103,5,maison
190000.0,78,5,appartement
191000.0,33,2,appartement
220000.0,89,4,maison
250000.0,52,3,appartement
640000.0,166,5,maison
155000.0,30,1,appartement
224000.0,79,4,maison
125365.0,32,2,appartement
335000.0,73,4,maison
228050.0,88,5,maison
255000.0,63,4,maison
238000.0,94,5,maison
275900.0,44,2,appartement
285000.0,51,3,appartement
365000.0,57,3,maison
425000.0,71,2,appartement
160000.0,39,2,appartement
369500.0,71,3,appartement
205000.0,44,2,maison
265000.0,43,1,appartement
124000.0,28,2,appartement
193000.0,55,3,appartement
499450.0,115,4,maison
278200.0,42,2,appartement
235000.0,49,3,appartement
384600.0,54,3,maison
99000.0,24,1,appartement
421550.0,73,3,appartement
1190000.0,175,7,maison
390000.0,47,3,appartement
382000.0,59,2,appartement
157600.0,56,3,appartement
425000.0,65,3,appartement
113000.0,12,1,appartement
243000.0,40,2,appartement
385000.0,101,4,maison
230000.0,54,2,appartement
447000.0,60,4,maison
430000.0,90,4,maison
330000.0,64,3,appartement
170450.0,33,1,appartement
346000.0,64,3,appartement
211200.0,35,2,appartement
299000.0,44,2,appartement
318000.0,102,5,maison
738100.0,74,3,maison
225000.0,61,3,appartement
305000.0,80,3,maison
128100.0,38,1,appartement
169650.0,84,4,appartement
257450.0,72,4,maison
552000.0,97,6,maison
656889.9999999999,150,6,maison
350584.99999999994,147,6,maison
464000.0,110,4,maison
77000.0,23,2,appartement
146000.0,25,1,appartement
205000.0,55,3,appartement
300000.0,53,2,appartement
270700.0,63,4,appartement
355000.0,62,4,appartement
574690.0,143,5,maison
129000.0,36,2,appartement
130000.0,23,1,appartement
245000.0,93,5,maison
217000.0,80,3,maison
254000.0,85,5,maison
89000.0,15,1,maison
215000.0,68,3,maison
340500.0,100,4,maison
105000.0,22,1,appartement
153000.0,36,2,appartement
1413770.0,240,8,maison
201500.0,53,3,appartement
244000.0,84,5,maison
285000.0,93,6,maison
344000.0,88,4,maison
208000.0,31,1,appartement
335000.0,89,5,appartement
80000.0,20,1,appartement
127000.0,25,1,appartement
177500.0,42,2,appartement
145000.0,67,4,appartement
319120.0,132,5,maison
400000.0,126,6,maison
577000.0,77,5,maison
186000.0,55,3,appartement
247000.0,67,3,maison
230000.0,71,3,maison
189000.0,61,4,appartement
300000.0,102,6,maison
555000.0,176,6,maison
155000.0,19,1,appartement
70000.0,22,1,appartement
302000.0,130,4,maison
429200.0,107,5,maison
281000.0,33,2,maison
282500.0,74,4,maison
110000.0,55,3,appartement
236000.0,78,4,maison
180000.0,56,3,appartement
220000.0,72,4,maison
580150.0,88,4,maison
320000.0,155,6,maison
178000.0,33,1,appartement
380000.0,106,5,maison
252000.0,73,4,maison
274700.0,94,6,maison
379000.0,108,5,maison
253000.0,66,4,maison
750000.0,180,5,maison
214000.0,24,2,appartement
608800.0,135,6,maison
155000.0,53,3,appartement
265000.0,92,3,maison
180000.0,29,1,appartement
375500.0,68,2,appartement
239000.0,52,3,appartement
155000.0,64,4,appartement
376000.0,94,5,maison
249000.0,124,5,maison
250300.0,60,3,appartement
608000.0,174,7,maison
133000.0,27,1,appartement
395000.0,105,4,maison
415000.0,106,5,maison
84400.0,21,1,appartement
420000.0,98,4,maison
790000.0,102,5,appartement
300000.0,99,4,maison
201000.0,52,3,appartement
425790.0,118,5,maison
233000.0,40,3,appartement
120000.0,45,3,appartement
159000.0,27,2,appartement
175000.0,70,3,appartement
265000.0,91,5,maison
143000.0,52,2,appartement
310000.0,70,4,maison
170000.0,67,4,maison
189000.0,90,5,appartement
210000.0,81,4,maison
183000.0,91,5,maison
240000.0,95,5,maison
149000.0,55,2,appartement
274000.0,66,3,appartement
208000.0,91,5,maison
149700.0,60,3,appartement
232000.0,90,4,maison
225000.0,58,3,maison
172000.0,85,3,maison
208000.0,88,5,maison
401000.0,135,4,maison
80000.0,37,3,appartement
230000.0,53,3,maison
447712.0,119,5,maison
340000.0,101,4,appartement
235000.0,75,3,maison
460000.0,150,7,maison
503500.0,155,5,maison
286000.0,82,3,appartement
137000.0,56,3,appartement
145000.0,31,1,appartement
228000.0,53,2,maison
170000.0,39,2,appartement
159000.0,47,3,maison
315000.0,62,3,maison
107000.0,32,2,appartement
405000.0,80,4,maison
245000.0,52,3,appartement
245000.0,61,3,appartement
121200.0,28,1,appartement
278400.0,113,5,maison
268000.0,50,1,maison
150000.0,56,3,appartement
145000.0,44,2,appartement
385000.0,101,5,maison
228250.0,58,3,maison
143190.0,62,2,appartement
310000.0,96,5,maison
160000.0,41,2,appartement
186000.0,45,3,appartement
235000.0,44,2,appartement
307000.0,90,4,maison
90000.0,15,1,appartement
320000.0,98,6,maison
279000.0,104,4,maison
188000.0,60,4,maison
325000.0,92,4,maison
305000.0,50,3,maison
261000.0,70,3,maison
340000.0,66,3,maison
630000.0,160,7,maison
235000.0,70,4,maison
600000.0,96,5,appartement
320000.0,106,14,appartement
230000.0,107,4,maison
130000.0,50,3,appartement
108000.0,52,2,appartement
130000.0,22,1,appartement
115000.0,25,1,appartement
400000.0,109,4,maison
1045000.0,112,7,maison
260000.0,55,2,maison
299300.0,140,6,maison
450000.0,157,5,maison
428000.0,64,3,maison
1130000.0,158,7,maison
725000.0,85,4,appartement
340000.0,100,4,maison
393200.0,89,5,maison
137000.0,18,1,appartement
270000.0,79,1,appartement
575000.0,82,3,maison
153800.0,29,2,appartement
645000.0,106,5,maison
485000.0,56,3,appartement
270000.0,105,4,maison
198000.0,41,3,appartement
160000.0,70,3,maison
370000.0,121,5,maison
265000.0,115,6,maison
519000.0,120,5,maison
399000.0,54,2,maison
330000.0,52,2,appartement
324000.0,77,5,appartement
149500.0,29,1,appartement
135000.0,30,1,appartement
216600.0,47,3,appartement
202000.0,63,4,appartement
330000.0,66,2,appartement
109000.0,13,1,appartement
467000.0,45,2,appartement
292000.0,36,1,appartement
2250940.0,198,8,maison
507259.0,66,3,appartement
279000.0,59,3,appartement
215000.0,81,4,appartement
300000.0,41,2,appartement
296500.0,61,3,appartement
180000.0,20,1,maison
302000.0,94,5,maison
110000.0,15,1,appartement
425000.0,86,5,maison
500000.0,165,6,maison
190000.0,37,2,appartement
265000.0,106,6,maison
200000.0,96,4,maison
210000.0,34,2,appartement
362319.00000000006,61,2,appartement
367000.0,115,5,maison
259360.0,71,4,maison
165000.0,52,3,appartement
258680.0,88,5,maison
235000.0,73,2,maison
458000.0,47,3,maison
669100.0,75,3,maison
485000.0,83,2,appartement
365000.0,120,5,maison
172000.0,67,4,appartement
373000.0,125,6,maison
147000.0,37,2,appartement
277000.0,82,4,maison
86000.0,18,1,appartement
846000.0,97,4,maison
173000.0,56,3,appartement
176720.0,60,3,appartement
300000.0,52,3,appartement
420000.0,65,4,maison
232000.0,100,5,maison
423500.0,112,4,maison
240000.0,70,3,maison
181400.0,36,1,appartement
194000.0,59,4,appartement
750000.0,102,4,maison
100000.0,17,1,appartement
485920.0,166,6,maison
230500.0,68,3,appartement
464000.0,70,3,maison
101250.0,19,2,appartement
183000.0,75,3,maison
403000.0,126,5,maison
115000.0,43,2,appartement
260000.0,29,2,appartement
199000.0,48,3,appartement
138000.0,44,2,appartement
338000.0,45,2,appartement
205000.0,35,2,appartement
190000.0,32,2,appartement
125500.0,18,1,appartement
288650.0,102,6,maison
235000.0,66,3,appartement
100000.0,28,3,appartement
274000.0,92,5,maison
163000.0,29,1,appartement
247000.0,33,2,appartement
219400.0,52,3,maison
240000.0,99,5,maison
265220.0,39,3,appartement
220000.0,65,4,maison
116000.0,33,2,appartement
487400.0,52,3,appartement
240000.0,47,3,appartement
225000.0,80,5,appartement
128000.0,40,2,appartement
68000.0,28,2,appartement
168000.0,44,2,appartement
180750.0,79,4,maison
390000.0,40,2,appartement
350000.0,146,5,maison
106000.0,20,1,appartement
1105760.0,143,6,maison
309750.0,76,3,maison
88400.0,24,1,appartement
225000.0,57,3,appartement
307000.0,80,4,maison
200000.0,73,4,maison
477000.0,60,3,appartement
354000.0,97,5,maison
345000.0,112,4,maison
328500.0,44,2,appartement
875000.0,101,4,appartement
301500.0,38,2,appartement
129600.0,59,3,appartement
107000.0,20,1,appartement
495360.0,76,5,appartement
208000.0,36,2,appartement
150000.0,31,2,appartement
102000.0,35,1,appartement
149000.0,31,2,appartement
135000.0,41,2,appartement
70000.0,28,1,appartement
319000.0,113,3,maison
224000.0,85,3,maison
267000.0,81,4,appartement
233000.0,85,5,maison
210000.0,42,2,appartement
138000.0,20,1,appartement
365000.0,80,4,maison
236000.0,68,4,maison
350000.0,80,4,maison
325000.0,69,3,maison
337000.0,80,4,maison
627000.0,77,3,maison
450000.0,71,4,maison
440000.0,72,4,maison
104000.0,27,1,appartement
138750.0,61,3,appartement
377000.0,115,5,maison
199000.0,65,4,appartement
220000.0,33,2,appartement
244000.0,55,3,appartement
131050.0,33,2,appartement
115000.0,15,1,appartement
160000.0,43,3,appartement
330000.0,45,3,appartement
550000.0,42,2,appartement
270000.0,100,4,maison
215000.0,45,2,appartement
173250.0,15,1,appartement
142000.0,49,3,appartement
360000.0,115,5,maison
388000.0,69,4,maison
105000.0,36,2,appartement
375000.0,120,6,maison
94500.0,33,1,appartement
150000.0,30,1,appartement
240000.0,67,4,maison
319000.0,54,3,appartement
283500.0,67,4,maison
1038000.0,180,5,maison
254000.0,52,3,appartement
200000.0,57,3,appartement
190000.0,25,2,appartement
675000.0,80,3,appartement
95000.0,17,1,appartement
82000.0,28,1,appartement
238250.0,47,2,appartement
135000.0,44,2,appartement
685600.0,73,4,appartement
310000.0,110,4,maison
263000.0,49,3,appartement
386100.0,90,4,maison
592600.0,92,4,appartement
308000.0,97,6,maison
390000.0,100,5,maison
200000.0,33,1,appartement
360000.0,60,2,maison
170000.0,53,2,appartement
198000.0,85,5,maison
187500.0,74,4,appartement
135000.0,67,3,appartement
96000.0,35,1,appartement
289566.0,75,4,maison
138000.0,31,2,appartement
93000.0,30,1,appartement
300000.0,87,4,maison
125000.0,53,2,appartement
158000.0,60,3,appartement
345000.0,92,4,maison
439000.0,80,4,appartement
477350.0,77,4,appartement
107000.0,50,2,appartement
390000.0,54,2,appartement
266000.0,75,3,maison
235000.0,95,6,maison
159600.0,56,3,appartement
303200.0,59,3,appartement
290000.0,37,2,appartement
140000.0,33,1,appartement
365600.0,103,5,maison
108000.0,29,2,appartement
325000.0,72,3,maison
285000.0,93,5,maison
122000.0,28,1,appartement
141000.0,35,2,appartement
307000.0,93,4,maison
100000.0,40,2,appartement
101000.0,22,1,appartement
305000.0,94,5,maison
392500.0,185,7,maison
250000.0,99,5,maison
390000.0,92,5,maison
165000.0,50,4,appartement
325000.0,97,6,maison
415000.0,72,3,appartement
375000.0,108,5,maison
214700.0,83,4,maison
220000.0,44,3,maison
264000.0,91,4,maison
291000.0,58,3,appartement
225000.0,62,3,maison
230000.0,62,4,maison
438000.0,74,3,appartement
221500.0,40,3,appartement
278000.0,80,4,maison
118000.0,25,1,appartement
545000.0,89,4,maison
119400.0,21,1,appartement
153000.0,33,2,appartement
305000.0,91,5,maison
269000.0,86,5,maison
157500.0,55,3,maison
205000.0,67,4,appartement
368000.0,152,7,maison
216275.0,77,4,maison
263000.0,55,3,maison
60000.0,13,1,appartement
210000.0,52,4,maison
285000.0,60,2,maison
157000.0,46,2,appartement
128000.0,60,3,appartement
160000.0,80,4,appartement
131900.0,32,2,maison
137000.0,54,3,appartement
295000.0,107,6,maison
367500.0,41,3,maison
337500.0,93,4,maison
205000.0,100,5,maison
268000.0,102,5,maison
112000.0,28,1,appartement
118000.0,28,2,appartement
162500.0,36,2,appartement
165600.0,70,4,appartement
140120.0,21,2,appartement
188000.0,67,3,appartement
135000.0,20,1,appartement
85000.0,35,3,appartement
279000.0,65,4,maison
286000.0,78,4,maison
240000.0,29,2,appartement
570000.0,173,6,maison
193500.0,92,3,maison
180000.0,60,2,maison
214189.0,101,4,maison
298000.0,90,4,maison
204000.0,62,3,appartement
144650.0,34,1,appartement
575000.0,120,4,appartement
360181.62,37,2,appartement
275000.0,90,4,maison
635000.0,124,5,maison
365197.38,89,4,maison
422000.0,101,5,maison
278000.0,62,2,appartement
217500.0,35,1,appartement
440000.0,136,5,maison
236400.0,39,2,appartement
229000.0,84,1,maison
187000.0,68,3,appartement
280000.0,50,4,maison
340550.0,102,5,maison
145000.0,46,3,appartement
208000.0,44,3,appartement
372000.0,140,6,maison
420000.0,106,5,maison
155000.0,64,3,appartement
289000.0,97,5,maison
240000.0,35,2,appartement
487600.0,67,3,appartement
231000.0,45,2,appartement
110000.0,34,2,appartement
237200.0,35,2,appartement
130000.0,44,2,appartement
134500.0,22,1,appartement
115000.0,30,2,appartement
288000.0,81,2,maison
155000.0,58,3,appartement
329000.0,82,5,maison
130610.0,31,2,appartement
225000.0,34,2,appartement
215635.0,43,2,appartement
2100000.0,91,4,maison
395000.0,72,3,appartement
123000.0,56,2,maison
135000.0,52,2,appartement
196000.0,45,3,maison
160000.0,56,3,appartement
137000.0,28,1,appartement
165000.0,56,3,appartement
351070.0,72,3,appartement
306000.0,61,3,appartement
100000.0,42,2,appartement
271429.0,51,3,appartement
363000.0,119,4,maison
310000.0,90,5,appartement
152000.0,54,2,appartement
118000.0,29,2,appartement
290000.0,54,3,maison
346000.0,154,6,maison
505000.0,134,7,maison
141000.0,67,4,appartement
146000.0,34,2,appartement
110000.0,28,1,appartement
155000.0,55,3,maison
135000.0,36,2,maison
134600.0,45,1,appartement
331500.0,73,4,maison
882300.0,140,3,appartement
148000.0,36,2,appartement
290000.0,88,4,maison
248000.0,38,2,appartement
255000.0,24,2,appartement
145000.0,18,1,appartement
160000.0,19,1,appartement
134000.0,25,1,appartement
240000.0,50,3,appartement
1080000.0,120,5,appartement
516700.0,75,4,appartement
85000.0,30,1,appartement
240000.0,61,3,maison
137300.0,34,1,appartement
183000.0,81,4,maison
116070.0,30,2,appartement
455000.0,130,7,maison
250000.0,60,4,maison
288000.0,95,4,appartement
252200.0,82,4,maison
403300.0,61,3,appartement
544000.0,92,5,maison
200000.0,53,3,maison
475000.0,56,3,maison
185000.0,52,3,maison
353000.0,91,4,maison
350000.0,32,1,appartement
396226.4,90,5,appartement
430000.0,51,4,appartement
166000.0,72,3,maison
260000.0,48,3,maison
188500.0,62,4,appartement
257000.0,101,3,maison
229000.0,60,3,maison
240000.0,32,2,appartement
295000.0,70,4,appartement
268700.0,76,4,maison
900000.0,90,3,appartement
258000.0,94,5,maison
105500.0,45,2,appartement
150000.0,25,1,appartement
225000.0,82,5,maison
583200.0,160,6,maison
380750.0,116,3,maison
135000.0,50,3,appartement
290720.0,108,5,maison
235000.0,55,3,appartement
255000.0,123,7,maison
330000.0,49,2,appartement
120000.0,18,1,appartement
330000.0,90,4,maison
230000.0,81,4,maison
150000.0,32,2,appartement
330000.0,90,5,maison
580000.0,135,6,maison
505000.0,73,3,appartement
405000.0,84,4,maison
261000.0,120,5,maison
370000.0,105,4,appartement
548000.0,168,7,maison
107000.0,52,2,appartement
335000.0,108,5,maison
235000.0,110,5,maison
270000.0,47,2,appartement
287000.0,48,2,maison
355250.0,113,5,maison
533000.0,112,5,maison
288000.0,116,4,maison
368500.0,75,3,maison
299400.0,92,4,maison
840000.0,143,6,maison
130000.0,56,3,appartement
139000.0,56,3,appartement
240000.0,31,2,appartement
305000.0,93,6,maison
392000.0,64,4,appartement
822500.0,240,7,maison
230000.0,66,4,appartement
330000.0,69,3,maison
76500.0,10,1,appartement
206000.0,28,2,appartement
180000.0,50,3,maison
500000.0,125,5,maison
122400.0,23,1,appartement
130000.0,16,1,appartement
232000.0,76,4,appartement
228500.6,38,2,appartement
153000.0,58,3,appartement
355000.0,56,2,appartement
160000.0,50,2,appartement
308650.0,46,2,appartement
280000.0,125,5,maison
74000.0,29,2,appartement
178000.0,30,2,appartement
90000.0,19,1,appartement
157500.0,19,1,appartement
300000.0,74,4,maison
335000.0,70,4,maison
1230000.0,150,5,maison
180400.0,59,3,appartement
495000.0,195,10,maison
277101.0,91,4,maison
330000.0,119,5,maison
223600.0,81,5,appartement
811300.0,72,3,maison
861300.0,167,4,maison
385000.0,124,5,maison
229000.0,98,5,maison
285000.0,93,4,maison
495000.0,143,6,maison
68000.0,14,1,appartement
293000.0,87,4,maison
157700.0,30,2,appartement
350000.0,100,3,maison
430000.0,40,3,maison
444000.0,63,5,appartement
120000.0,58,3,appartement
198500.0,58,3,appartement
180000.0,69,4,maison
225000.0,90,5,maison
709100.0,65,3,maison
525000.0,62,5,maison
299000.0,49,2,maison
565000.0,73,4,maison
180000.0,64,3,maison
126000.0,44,2,appartement
128000.0,28,2,appartement
318000.0,96,4,maison
296600.0,59,3,appartement
451000.0,179,7,maison
316000.0,136,5,maison
200000.0,35,2,appartement
129500.0,48,3,appartement
190000.0,24,1,appartement
650000.0,58,3,appartement
290000.0,126,5,maison
130000.0,21,1,appartement
300000.0,50,2,maison
334000.0,90,14,maison
140000.0,59,3,appartement
345000.0,103,3,maison
218000.0,34,2,maison
250000.0,54,3,appartement
305000.0,83,5,appartement
360200.0,60,2,appartement
227000.0,63,3,appartement
341000.0,140,4,maison
302000.0,90,4,maison
648300.0,179,5,maison
212000.0,40,2,appartement
215000.0,85,4,maison
63000.0,17,1,appartement
350000.0,61,2,maison
248000.0,67,4,appartement
236000.0,75,4,maison
470000.0,92,6,maison
237000.0,50,2,appartement
200000.0,46,3,maison
155690.0,75,4,maison
189000.0,63,3,appartement
250000.0,28,2,appartement
250000.0,31,2,appartement
242000.0,87,4,maison
290000.0,100,5,maison
290050.0,60,4,appartement
215000.0,88,4,maison
280000.0,63,4,appartement
282000.0,83,6,maison
155000.0,66,3,appartement
105000.0,35,2,appartement
325000.0,110,5,maison
578200.0,82,4,appartement
390000.0,50,2,maison
179500.0,27,1,appartement
136000.0,38,2,appartement
126000.0,46,2,appartement
120000.0,32,2,appartement
315094.0,70,3,maison
225000.0,68,4,maison
225000.0,61,4,appartement
431500.0,50,2,maison
233000.0,38,2,appartement
160000.0,27,2,appartement
225000.0,110,5,maison
345000.0,119,5,maison
106400.0,15,1,appartement
139000.0,45,2,appartement
243000.0,50,2,appartement
381000.0,45,3,maison
157000.0,52,2,maison
202000.0,55,3,appartement
267900.0,91,6,maison
142250.0,47,3,appartement
872813.0,179,8,maison
228750.0,85,5,maison
393450.0,129,3,maison
233000.0,48,2,appartement
125000.0,34,1,appartement
245000.0,87,5,maison
149800.0,42,2,appartement
205000.0,36,1,appartement
100000.0,34,2,appartement
129000.0,45,2,appartement
495000.0,180,7,maison
205000.0,86,4,maison
202000.0,82,5,maison
310000.0,124,5,maison
280000.0,86,4,appartement
261000.0,87,4,maison
209000.0,71,4,maison
430000.0,87,4,appartement
142000.0,32,2,appartement
670000.0,300,8,maison
195000.0,31,2,appartement
134000.0,17,1,appartement
180590.0,90,4,appartement
265000.0,92,5,maison
120000.0,45,3,maison
260000.0,71,4,maison
342000.0,61,4,maison
481500.0,105,5,maison
257000.0,82,5,maison
